@RELATION expat-generated-output
@ATTRIBUTE "sentence" STRING
@ATTRIBUTE "geosig" NUMERIC
@ATTRIBUTE "spatial" NUMERIC
@ATTRIBUTE "geospatial" NUMERIC
@ATTRIBUTE "abstracted" STRING
@ATTRIBUTE "sverb qual geoentity simple" NUMERIC
@ATTRIBUTE "sverb qual geoentity" NUMERIC
@ATTRIBUTE "sverb qual rel geoentity complex" NUMERIC
@ATTRIBUTE "sverb qual rel non-spatial-1" NUMERIC
@ATTRIBUTE "sverb qual rel non-spatial-2" NUMERIC
@ATTRIBUTE "sverb to dir" NUMERIC
@ATTRIBUTE "svs lcs rel geo-entity" NUMERIC
@ATTRIBUTE "svs lcs rel non-geo-entity" NUMERIC
@ATTRIBUTE "svs nn geonoun" NUMERIC
@ATTRIBUTE "svs geonoun" NUMERIC
@ATTRIBUTE "svs geonoun dir" NUMERIC
@ATTRIBUTE "svs noun noun" NUMERIC
@ATTRIBUTE "lcs" NUMERIC
@ATTRIBUTE "spatialverb" NUMERIC
@ATTRIBUTE "noun" NUMERIC
@ATTRIBUTE "dir" NUMERIC
@ATTRIBUTE "qtf" NUMERIC
@ATTRIBUTE "person" NUMERIC
@ATTRIBUTE "location" NUMERIC
@ATTRIBUTE "misc" NUMERIC
@ATTRIBUTE "org" NUMERIC
@ATTRIBUTE "gnn" NUMERIC
@DATA
"Then he woke again and he thought the rain had stopped.",0,0,0,"Then he woke again and he thought NOUN SVB .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"The Army site at Chatham had been intercepting most of the Enigma traffic, including both the Red and Green cyphers.",1,1,1,"ORG GNN at LOCATION had been intercepting most of MISC NOUN , including GNN NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,1,2
"It was not clear when the first breaks occurred in early 1940 that the Red, rather than the Green, would become the most important of the keys.",0,0,0,"It was not clear when NOUN occurred in early 1940 that PERSON , rather than GNN would become the most important of NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
"The intercept operators had several additional weapons in their armoury that would assist in the identification of stations and therefore in building up the intelligence picture.",0,0,0,"The intercept NOUN had NOUN in NOUN that would assist in NOUN of GNN and therefore in building up NOUN .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,1
"So if they changed frequency and we lost them, we would go looking for them and we would listen first of all for the sound of the transmitter and then we would tune in to that transmitter and listen for the operator and the minute we found him, that was him, there was no question of 'We think we have him'.",0,0,0,"So if they changed NOUN and we lost them , we SVB looking for them and we would listen first of all for GNN of NOUN then we would tune in to NOUN listen for the operator and the minute we SVB him , that was him , there was NOUN of ` We think we have him ' .",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1
"Since the end of 1938, the Red Enigma traffic had been the Army's main priority.",0,0,0,"Since LCS of 1938 , NOUN had been ORG 's NOUN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
"It wasn't easy by any means to give the Enigma messages the appearance of credible agent reports.",0,0,0,"It was n't easy by NOUN to give NOUN NOUN of NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"The first task of the Hut 3 watch, from the very beginning, was to produce out of these corruptions, gaps, abbreviations, and technical terms, a reliable and intelligible text, and to put that text into English.",1,0,0,"NOUN of GNN QTF NOUN , from LCS to produce out of GNN technical terms , NOUN to put NOUN into English .",0,0,0,0,0,0,0,0,1,2,0,0,1,0,4,0,1,0,0,0,0,2
"Gradually as the two sides got to know each other, a level of mutual respect replaced the suspicion and relationships between the two sides became very much closer.",0,0,0,"Gradually as QTF GNN got to know QTF , NOUN of NOUN replaced NOUN between QTF GNN became very much closer .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2
"No stern lectures or anything of that sort, just quietly saying how important it was to not let a bit of this come out.",0,0,0,"No stern lectures NOUN of NOUN just quietly saying how important it was to not NOUN of this SVB .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
"It gave a comprehensive account of every building in the fortifications and every installation, detailing everything from the heaviest artillery battery to the smallest collection of flame-throwers.",1,1,1,"It gave NOUN of GNN in NOUN GNN detailing NOUN from NOUN battery to GNN of NOUN .",0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,3
"The body was floated ashore near the southern Spanish town of Huelva from a submarine.",1,1,1,"NOUN SVB near GNN of LOCATION from NOUN",0,0,1,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,0,1
"In particular from the Abwehr Enigma traffic between Madrid and Berlin.",1,1,1,"In particular from NOUN between LOCATION and LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0
"Bletchley Park did not win the war.",1,0,0,"LOCATION did not win the war .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"But Bletchley Park's contribution to the allied victory was enormous.",1,0,0,"But PERSON 's NOUN to the allied NOUN was enormous .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"The Royal Navy victory over the Italian fleet at Matapan in March 1941 was just one of a number of individual incidents where Bletchley played a direct result in the allied victory.",1,1,1,"ORG NOUN over NOUN at LOCATION in March 1941 was just QTF of NOUN of NOUN where PERSON played NOUN in the allied NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,1,1,1,0,1,0
"According to oral and written literature from Java, the walis founded new states along Java's coast in Demak, Cirebon, Banten, and Gresik.",1,1,1,"According to NOUN from MISC , GNN along MISC GNN in LOCATION NOUN .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,2,0,2
"They made converts of the Javanese through acts of magic or of war.",0,0,0,"They made NOUN of MISC through NOUN of magic or of war .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"In Javanese histories ports were the sites of miracles worked by walis.",1,0,0,"In NOUN GNN were GNN of NOUN worked by NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
"They are knit into local and regional histories, appearing with different names and life stories in oral and written traditions.",0,0,0,"They are knit into LCS SVB with NOUN in NOUN",0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
"Some are understood as having come from Egypt, while others are men of Pasai.",1,1,1,"Some are understood as SVB from LOCATION , while QTF are NOUN of LOCATION .",0,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,2,0,0,0
"In Javanese literature they are leaders of men as heads of their own kingdoms, or were relatives, teachers, and employees of Java's kings.",1,0,0,"In NOUN they are NOUN of NOUN as LCS of NOUN were NOUN of MISC 's NOUN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0
"After Pasai and Melaka, the right mix of conditions for the emergence of Islamic states occurred at good harbors aong Java's north coast in the second half of the fifteenth century and in the sixteenth.",1,1,1,"After PERSON and LOCATION , NOUN of NOUN for NOUN of GNN at GNN MISC GNN in the second half of the fifteenth century and in the sixteenth .",0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,1,1,1,0,3
"There were well-established settlements of Chinese traders and artisans in the market for Indonesian products and providing port services.",0,0,0,"There GNN of NOUN in GNN for GNN .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
"Port residents most in contact with Muslims converted: wives, their extended families, children, and people who perceived Islam as denoting prosperity, divorce from manual labour, and urban status.",0,0,0,"GNN NOUN most in NOUN with MISC converted NOUN their extended NOUN who perceived Islam as denoting NOUN from NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1
"The authorities considered children born in families of Chinese and port women to be Chinese.",0,0,0,"NOUN considered NOUN born in NOUN of Chinese and port NOUN to be Chinese .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Chinese skills made Indonesian ports and export industries work.",0,0,0,"GNN export GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Of crucial importance to Indonesian histories, the Chinese exposed Indonesian societies to Muslim knowledge, rather than to Chinese knowledge.",0,0,0,"Of NOUN to NOUN the Chinese exposed NOUN to NOUN than to NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Confucian scholars did not travel to teach.",0,0,0,"NOUN SVB to teach .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"In Chinese civilization the merchant was accorded the lowest rung in the social hierarchy.",0,0,0,"In NOUN the merchant was accorded the lowest rung in NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Chinese emigrants were outcasts.",0,0,0,"NOUN were NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"That network included men of learning as well as merchants, because Islam valued both study and commerce.",0,0,0,"NOUN SVB NOUN of learning as well as NOUN , because Islam valued NOUN",0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
"Chinese people fitted into the category of kafir, alongside the Portuguese, to be pitied or scorned because they were not Muslim.",0,0,0,"NOUN SVB into NOUN of kafir , alongside the Portuguese , to be pitied or scorned because they were not Muslim .",0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"The Portuguese who shopped at Banten used Chinese services.",1,1,1,"PERSON who shopped at LOCATION GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"But Chinese and Javanese bands turned against the king of Java, too.",0,0,0,"NOUN turned against the king of MISC , too .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Javanese military commanders led unexpected strikes against the Dutch from hideouts in the forested hills.",1,1,1,"NOUN led NOUN against the Dutch from NOUN in GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1
"Because they looked different from Javanese men, Chinese militias could not hide among the civilian population.",0,0,0,"Because they looked different from NOUN could not hide among NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"The sultanate of Sambas was another Malay river-delta sultanate of the western archipelago.",1,1,1,"NOUN of NOUN was MISC NOUN of GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,1
"Its capital was on the Sambas Kecil River where it enters the coast of west Kalimantan, just below the present-day border of the Malaysian state of Sarawak.",1,1,1,"NOUN was on LOCATION GNN where it SVB GNN of LOCATION , just below GNN of GNN of LOCATION .",1,0,1,0,0,0,0,0,2,5,0,0,0,1,1,0,0,0,3,0,0,4
"They propagated the idea that they were the natural leaders of the Javanese, that sacred ties bound them to the people, and that only through them could the Dutch rule.",0,0,0,"They propagated NOUN that they were NOUN of MISC , that NOUN bound them to NOUN that only through them could NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
"Princes, European landleasers, and contractors toasted their mutually rewarding relationship in freemason lodges and clubs in Yogyakarta and Surakarta, which sank to the status of small principalities within the Dutch colony.",1,1,1,"NOUN toasted their mutually NOUN in freemason GNN in LOCATION and LOCATION , which SVB to NOUN of NOUN within GNN",0,0,0,1,0,0,0,0,2,2,0,0,0,1,4,0,0,0,2,0,0,2
"Farming families had meager resources to tide them through hard times when fields could not be planted, were ravaged by pests, dried up in drought, or were destroyed by soldiers.",0,0,0,"Farming NOUN had NOUN to GNN them through NOUN when GNN could not SVB , were ravaged by GNN , dried up in NOUN , or were destroyed by NOUN .",0,0,0,0,0,0,0,0,1,2,0,0,0,1,5,0,0,0,0,0,0,3
"The burden of taxes could no longer be evaded by flight from the home village.",0,1,0,"NOUN of NOUN could no longer SVB by NOUN from GNN .",0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1
"Empty land and territory without functioning government ceased to exist in nineteenth-century Java.",1,0,0,"GNN without functioning NOUN ceased to exist in nineteenth-century MISC .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"The lives of ordinary Javanese became more bound up in a cash economy and dependent on world markets.",0,0,0,"NOUN of ordinary MISC became more bound up in NOUN and dependent on GNN .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1
"People living in the western and eastern ends of the archipelago felt the impact of the changes in Java that followed from the Diponegoro War later.",1,1,1,"NOUN SVB in LCS of GNN NOUN of NOUN in LOCATION that SVB from MISC War later .",0,0,1,1,0,0,1,0,1,2,0,0,1,2,3,0,0,0,1,1,0,1
"Victory nurtured in the Dutch the habit of command.",0,0,0,"NOUN nurtured in the NOUN of NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Two camps on the Boven Digul River in the thickly forested interior of West New Guinea occupy a special place in Indonesian histories of colonial rule.",1,1,1,"QTF GNN on LOCATION GNN in the thickly forested NOUN of LOCATION SVB NOUN in NOUN of GNN NOUN .",0,1,0,1,0,0,0,0,3,3,0,0,0,1,4,0,1,0,2,0,0,3
"By mid-1935 death from jungle diseases or release had reduced the number of political prisoners to 442.",0,0,0,"By NOUN from NOUN NOUN had reduced NOUN of GNN to QTF .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,1
"In January 1942 Japanese troops landed in Ambon.",1,1,1,"In January 1942 NOUN SVB in LOCATION .",0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"In March the Japanese 25th Army invaded Sumatra, the 16th Army fought its way into Java.",1,1,1,"In March the Japanese ORG SVB LOCATION , ORG fought NOUN into LOCATION .",1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,2,0
"Dutch civilians were forced into camps in all the major cities.",1,1,1,"NOUN were forced into GNN in GNN",0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2
"Dutch and Eurasians were eliminated from view; Christian Indonesians were harassed as spies; Chinese were persecuted.",0,0,0,"Dutch and MISC were eliminated from NOUN ; Christian MISC were harassed as NOUN ; Chinese were persecuted .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
"In Aceh the New Order applied its special combination of incorporation and violence.",1,0,0,"In LOCATION NOUN applied NOUN of NOUN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0
"All parties with Aceh First platforms were banned.",0,0,0,"NOUN with LOCATION First GNN were banned .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"Added to the old grievance of not being autonomous and Islamic enough were new objections against the relationship with Jakarta.",1,0,0,"Added to NOUN of not being autonomous and Islamic enough were NOUN against NOUN with LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0
"Instead, it created more jobs for Javanese immigrants than for Acehnese.",0,0,0,"Instead , it created NOUN for NOUN than for MISC .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"Many features of modern Indonesia seemed to flow together in East Timor.",1,0,0,"NOUN of modern LOCATION seemed to flow together in LOCATION .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
